k,energy,band_localization,special_points
0.4619,-2.0545,0.180042,
0.4701,-2.0575,0.166288,
0.4784,-2.0615,0.15392,
0.4866,-2.0645,0.142924,
0.4949,-2.0665,0.133257,
0.5031,-2.0685,0.124847,
0.5114,-2.0705,0.117613,
0.5196,-2.0725,0.111462,
0.5279,-2.0745,0.106306,
0.5361,-2.0755,0.102061,
0.5444,-2.0755,0.0986542,
0.5526,-2.0765,0.0960237,
0.5609,-2.0765,0.0941213,
0.5691,-2.0765,0.0929127,
0.5774,-2.0755,0.0923779,
0.5857,-2.0775,0.0937305,
0.594,-2.0785,0.0948944,
0.6024,-2.0805,0.0960721,
0.6107,-2.0815,0.0976711,
0.619,-2.0835,0.10064,
0.6274,-2.0855,0.107763,
0.6357,-2.0885,0.131119,
0.644,-2.0965,0.281083,
0.6524,-2.1375,0.887799,
0.6607,-2.2105,0.971461,
0.669,-2.2875,0.976141,
0.6774,-2.3645,0.97223,
0.6857,-2.4395,0.964369,
0.694,-2.5075,0.955139,
0.7024,-2.5705,0.951324,
0.7107,-2.6025,0.931315,
0.719,-2.6115,0.92462,
0.7274,-2.6165,0.921097,
0.7357,-2.6235,0.912017,
0.744,-2.6345,0.810858,
0.7524,-2.6815,0.246602,
0.7607,-2.7635,0.0835338,
0.769,-2.8515,0.0522068,
0.7774,-2.9405,0.0416186,
0.7857,-3.0275,0.0367477,
0.794,-3.1135,0.0337493,
0.8024,-3.1955,0.0288458,
0.8107,-3.2345,0.0917911,
0.819,-3.2565,0.127588,
0.8274,-3.2585,0.148222,
0.8357,-3.2555,0.158606,
0.844,-3.2505,0.16973,
0.8524,-3.2465,0.182009,
0.8607,-3.2425,0.195031,
0.869,-3.2385,0.208187,
0.8774,-3.2365,0.220726,
0.8857,-3.2345,0.231807,
0.894,-3.2335,0.240572,
0.9024,-3.2325,0.246246,
0.9107,-3.2325,0.24823,
0.919,-3.2325,0.246179,
0.9274,-3.2335,0.240027,
0.9357,-3.2345,0.230042,
0.944,-3.2355,0.216812,
0.9524,-3.2375,0.201193,
0.9607,-3.2405,0.184191,
0.969,-3.2445,0.166811,
0.9774,-3.2495,0.1499,
0.9857,-3.2555,0.134034,
0.994,-3.2625,0.11946,
1.0024,-3.2705,0.106085,
1.0107,-3.2775,0.0934657,
1.019,-3.2845,0.080721,
1.0274,-3.2895,0.0662259,
1.0357,-3.2905,0.0456643,
1.044,-3.2755,0.0122302,
1.0524,-3.2275,0.0334443,
1.0607,-3.1755,0.0358919,
1.069,-3.1245,0.0292109,
1.0774,-3.0715,0.0287041,
1.0857,-3.0165,0.0309918,
1.094,-2.9605,0.0339648,
1.1024,-2.9035,0.0370636,
1.1107,-2.8465,0.0401807,
1.119,-2.7895,0.043337,
1.1274,-2.7325,0.0465926,
1.1357,-2.6765,0.0500251,
1.144,-2.6205,0.0537269,
1.1524,-2.5655,0.0578116,
1.1607,-2.5125,0.062424,
1.169,-2.4605,0.0677544,
1.1774,-2.4095,0.0740588,
1.1857,-2.3605,0.0816826,
1.194,-2.3145,0.0910882,
1.2024,-2.2705,0.102871,
1.2107,-2.2285,0.117729,
1.219,-2.1905,0.136307,
1.2274,-2.1565,0.158779,
1.2357,-2.1255,0.184092,
1.244,-2.0985,0.209177,
1.2524,-2.0765,0.229002,
1.2607,-2.0575,0.238261,
1.269,-2.0415,0.233937,
1.2774,-2.0295,0.216946,
1.2857,-2.0215,0.191726,
1.294,-2.0165,0.164021,
1.3024,-2.0135,0.138426,
1.3107,-2.0135,0.117277,
1.319,-2.0155,0.101079,
1.3274,-2.0165,0.0896088,
1.3357,-2.0185,0.0856317,
1.344,-2.0235,0.05858,
1.3524,-2.0285,0.0558138,
1.3607,-2.0305,0.0555343,
1.369,-2.0265,0.0567545,
1.3774,-2.0185,0.0596275,
1.3857,-2.0035,0.0649747,
1.394,-1.9835,0.0749151,
1.4024,-1.9585,0.0949943,
1.4107,-1.9315,0.142359,
1.419,-1.9055,0.277586,
1.4274,-1.8885,0.576813,
1.4357,-1.8825,0.781578,
1.444,-1.8825,0.842428,
1.4524,-1.8845,0.856644,
1.4607,-1.8875,0.85478,
1.469,-1.8885,0.844985,
1.4774,-1.8905,0.829614,
1.4857,-1.8905,0.80927,
1.494,-1.8895,0.78401,
1.5024,-1.8865,0.753832,
1.5107,-1.8835,0.718979,
1.519,-1.8805,0.680165,
1.5274,-1.8765,0.638695,
1.5357,-1.8725,0.596374,
1.544,-1.8705,0.555307,
1.5524,-1.8685,0.517977,
1.5607,-1.8685,0.488328,
1.569,-1.8695,0.497104,
1.5774,-1.8695,0.476858,
,,,
,,,
0,-1.8695,0.476858,
0.0082,-1.8695,0.475047,
0.0165,-1.8675,0.565104,
0.0247,-1.8635,0.624165,
0.033,-1.8585,0.677755,
0.0412,-1.8525,0.722259,
0.0495,-1.8455,0.757878,
0.0577,-1.8395,0.786,
0.066,-1.8325,0.808089,
0.0742,-1.8255,0.82538,
0.0825,-1.8195,0.838837,
0.0907,-1.8135,0.849194,
0.099,-1.8095,0.856999,
0.1072,-1.8055,0.862632,
0.1155,-1.8035,0.866325,
0.1237,-1.8035,0.868156,
0.132,-1.8045,0.868036,
0.1402,-1.8085,0.865714,
0.1485,-1.8135,0.860845,
0.1567,-1.8215,0.85329,
0.165,-1.8305,0.843809,
0.1732,-1.8425,0.834969,
0.1815,-1.8565,0.831004,
0.1897,-1.8725,0.835202,
0.1979,-1.8895,0.846674,
0.2062,-1.9095,0.860903,
0.2144,-1.9295,0.873673,
0.2227,-1.9525,0.883345,
0.2309,-1.9765,0.890164,
0.2392,-2.0015,0.894954,
0.2474,-2.0265,0.898469,
0.2557,-2.0525,0.901264,
0.2639,-2.0785,0.903763,
0.2722,-2.1045,0.9064,
0.2804,-2.1285,0.909871,
0.2887,-2.1495,0.915665,
0.2969,-2.1565,0.942683,
0.3052,-2.1475,0.951799,
0.3134,-2.1345,0.958112,
0.3217,-2.1165,0.961236,
0.3299,-2.0955,0.960913,
0.3382,-2.0745,0.956178,
0.3464,-2.0515,0.944113,
0.3547,-2.0295,0.916784,
0.3629,-2.0105,0.853675,
0.3712,-1.9965,0.720673,
0.3794,-1.9815,0.810804,
0.3877,-1.9725,0.628372,
0.3959,-1.9745,0.469506,
0.4041,-1.9805,0.3818,
0.4124,-1.9895,0.330554,
0.4206,-1.9975,0.294452,
0.4289,-2.0055,0.265441,
0.4371,-2.0125,0.240506,
0.4454,-2.0195,0.218464,
0.4536,-2.0255,0.198829,
0.4619,-2.0315,0.181377,
0.4701,-2.0365,0.165971,
0.4784,-2.0415,0.152487,
0.4866,-2.0465,0.140794,
0.4949,-2.0505,0.130748,
0.5031,-2.0545,0.122198,
0.5114,-2.0585,0.114998,
0.5196,-2.0615,0.109006,
0.5279,-2.0645,0.104096,
0.5361,-2.0675,0.100157,
0.5444,-2.0695,0.0970964,
0.5526,-2.0715,0.0948375,
0.5609,-2.0735,0.0933229,
0.5691,-2.0745,0.0925114,
0.5774,-2.0755,0.0923779,
0.5857,-2.0735,0.0907263,
0.594,-2.0715,0.0887133,
0.6024,-2.0695,0.0863041,
0.6107,-2.0675,0.0834878,
0.619,-2.0655,0.0803008,
0.6274,-2.0635,0.0769886,
0.6357,-2.0625,0.0753184,
0.644,-2.0635,0.118576,
0.6524,-2.0835,0.156423,
0.6607,-2.1395,0.920164,
0.669,-2.2215,0.956499,
0.6774,-2.3065,0.964384,
0.6857,-2.3925,0.965841,
0.694,-2.4745,0.960428,
0.7024,-2.5365,0.938101,
0.7107,-2.5705,0.919868,
0.719,-2.5895,0.909568,
0.7274,-2.6025,0.900165,
0.7357,-2.6125,0.880215,
0.744,-2.6265,0.830596,
0.7524,-2.6445,0.757107,
0.7607,-2.6895,0.367309,
0.769,-2.7655,0.154562,
0.7774,-2.8505,0.0956055,
0.7857,-2.9365,0.0774957,
0.794,-3.0195,0.0759075,
0.8024,-3.0955,0.0918064,
0.8107,-3.1525,0.142394,
0.819,-3.1735,0.188184,
0.8274,-3.1755,0.208831,
0.8357,-3.1735,0.227742,
0.844,-3.1695,0.248688,
0.8524,-3.1665,0.271554,
0.8607,-3.1645,0.295509,
0.869,-3.1635,0.319367,
0.8774,-3.1635,0.341723,
0.8857,-3.1635,0.361104,
0.894,-3.1635,0.376144,
0.9024,-3.1645,0.38572,
0.9107,-3.1645,0.38903,
0.919,-3.1645,0.385633,
0.9274,-3.1635,0.375422,
0.9357,-3.1625,0.358702,
0.944,-3.1615,0.336234,
0.9524,-3.1605,0.30927,
0.9607,-3.1605,0.279493,
0.969,-3.1625,0.248807,
0.9774,-3.1655,0.219011,
0.9857,-3.1695,0.191478,
0.994,-3.1755,0.166961,
1.0024,-3.1835,0.145565,
1.0107,-3.1915,0.126809,
1.019,-3.1995,0.109639,
1.0274,-3.2065,0.0922208,
1.0357,-3.2105,0.0713892,
1.044,-3.2075,0.0435794,
1.0524,-3.1905,0.0164268,
1.0607,-3.1515,0.0136862,
1.069,-3.0985,0.0270735,
1.0774,-3.0395,0.0356722,
1.0857,-2.9785,0.040946,
1.094,-2.9165,0.0448988,
1.1024,-2.8555,0.0483335,
1.1107,-2.7945,0.0516134,
1.119,-2.7335,0.0549398,
1.1274,-2.6725,0.0584512,
1.1357,-2.6135,0.062267,
1.144,-2.5545,0.066511,
1.1524,-2.4965,0.07133,
1.1607,-2.4405,0.0769119,
1.169,-2.3855,0.0835101,
1.1774,-2.3325,0.0914754,
1.1857,-2.2825,0.101305,
1.194,-2.2345,0.113708,
1.2024,-2.1895,0.129693,
1.2107,-2.1475,0.150612,
1.219,-2.1105,0.177932,
1.2274,-2.0775,0.212012,
1.2357,-2.0495,0.249052,
1.244,-2.0265,0.278536,
1.2524,-2.0065,0.287653,
1.2607,-1.9915,0.270468,
1.269,-1.9815,0.231687,
1.2774,-1.9745,0.184495,
1.2857,-1.9725,0.142533,
1.294,-1.9745,0.111591,
1.3024,-1.9805,0.0906103,
1.3107,-1.9875,0.0766192,
1.319,-1.9965,0.0671239,
1.3274,-2.0065,0.0602709,
1.3357,-2.0155,0.0516021,
1.344,-2.0175,0.0704786,
1.3524,-2.0135,0.0688497,
1.3607,-2.0055,0.0683057,
1.369,-1.9935,0.0703324,
1.3774,-1.9755,0.0765576,
1.3857,-1.9525,0.0909188,
1.394,-1.9265,0.124648,
1.4024,-1.8985,0.215635,
1.4107,-1.8735,0.451349,
1.419,-1.8595,0.601958,
1.4274,-1.8445,0.404191,
1.4357,-1.8225,0.270426,
1.444,-1.7995,0.337132,
1.4524,-1.7845,0.544687,
1.4607,-1.7805,0.730642,
1.469,-1.7845,0.812259,
1.4774,-1.7915,0.839721,
1.4857,-1.8005,0.845381,
1.494,-1.8095,0.840675,
1.5024,-1.8185,0.82941,
1.5107,-1.8275,0.812634,
1.519,-1.8355,0.7902,
1.5274,-1.8435,0.7613,
1.5357,-1.8515,0.724703,
1.544,-1.8575,0.67915,
1.5524,-1.8635,0.624469,
1.5607,-1.8665,0.564066,
1.569,-1.8695,0.484386,
1.5774,-1.8695,0.476858,
,,,
,,,
0,-1.5075,0.0119704,
0.0082,-1.5165,0.0045809,
0.0165,-1.5265,6.52548E-04,
0.0247,-1.5345,7.23351E-04,
0.033,-1.5425,0.00444961,
0.0412,-1.5495,0.0107447,
0.0495,-1.5575,0.0181145,
0.0577,-1.5645,0.0251054,
0.066,-1.5735,0.0306921,
0.0742,-1.5835,0.0344573,
0.0825,-1.5955,0.03653,
0.0907,-1.6085,0.0373705,
0.099,-1.6235,0.0375372,
0.1072,-1.6395,0.0375312,
0.1155,-1.6575,0.0377342,
0.1237,-1.6755,0.0384058,
0.132,-1.6955,0.0396992,
0.1402,-1.7145,0.041671,
0.1485,-1.7335,0.0442699,
0.1567,-1.7525,0.0473115,
0.165,-1.7705,0.0504532,
0.1732,-1.7875,0.0532079,
0.1815,-1.8025,0.0550319,
0.1897,-1.8155,0.0554941,
0.1979,-1.8255,0.0544635,
0.2062,-1.8335,0.0522051,
0.2144,-1.8375,0.0493125,
0.2227,-1.8385,0.0465277,
0.2309,-1.8365,0.0445776,
0.2392,-1.8315,0.0441349,
0.2474,-1.8245,0.0459295,
0.2557,-1.8145,0.0509958,
0.2639,-1.8045,0.0610411,
0.2722,-1.7945,0.0788017,
0.2804,-1.7875,0.107626,
0.2887,-1.7845,0.148534,
0.2969,-1.7885,0.195819,
0.3052,-1.7985,0.23961,
0.3134,-1.8125,0.274344,
0.3217,-1.8295,0.300341,
0.3299,-1.8485,0.320323,
0.3382,-1.8665,0.337589,
0.3464,-1.8845,0.356674,
0.3547,-1.9005,0.386526,
0.3629,-1.9125,0.448266,
0.3712,-1.9165,0.576447,
0.3794,-1.9105,0.743862,
0.3877,-1.8995,0.693353,
0.3959,-1.8865,0.833572,
0.4041,-1.8665,0.901594,
0.4124,-1.8455,0.932421,
0.4206,-1.8245,0.947886,
0.4289,-1.8035,0.956583,
0.4371,-1.7825,0.962035,
0.4454,-1.7625,0.965845,
0.4536,-1.7445,0.968807,
0.4619,-1.7265,0.971317,
0.4701,-1.7095,0.973562,
0.4784,-1.6945,0.975609,
0.4866,-1.6795,0.977464,
0.4949,-1.6665,0.979113,
0.5031,-1.6535,0.980541,
0.5114,-1.6425,0.981743,
0.5196,-1.6325,0.982723,
0.5279,-1.6245,0.983495,
0.5361,-1.6165,0.984079,
0.5444,-1.6105,0.984494,
0.5526,-1.6055,0.984761,
0.5609,-1.6025,0.984893,
0.5691,-1.5995,0.984903,
0.5774,-1.5985,0.984797,
0.5857,-1.6305,0.980744,
0.594,-1.6735,0.977702,
0.6024,-1.7255,0.974857,
0.6107,-1.7825,0.971353,
0.619,-1.8435,0.965945,
0.6274,-1.9095,0.955455,
0.6357,-1.9775,0.926196,
0.644,-2.0435,0.729927,
0.6524,-2.0715,0.436627,
0.6607,-2.0935,0.0749453,
0.669,-2.1015,0.0647501,
0.6774,-2.1125,0.0599631,
0.6857,-2.1295,0.0551292,
0.694,-2.1555,0.0488949,
0.7024,-2.1945,0.0411351,
0.7107,-2.2515,0.0338433,
0.719,-2.3215,0.0296437,
0.7274,-2.4005,0.0306649,
0.7357,-2.4835,0.0463013,
0.744,-2.5635,0.166884,
0.7524,-2.6135,0.667409,
0.7607,-2.6315,0.84368,
0.769,-2.6425,0.880563,
0.7774,-2.6525,0.889395,
0.7857,-2.6625,0.890509,
0.794,-2.6725,0.888248,
0.8024,-2.6835,0.883885,
0.8107,-2.6945,0.877909,
0.819,-2.7055,0.870581,
0.8274,-2.7155,0.862106,
0.8357,-2.7265,0.852665,
0.844,-2.7365,0.842401,
0.8524,-2.7465,0.831406,
0.8607,-2.7545,0.819803,
0.869,-2.7625,0.807896,
0.8774,-2.7685,0.796271,
0.8857,-2.7735,0.785755,
0.894,-2.7775,0.777284,
0.9024,-2.7795,0.771737,
0.9107,-2.7805,0.76979,
0.919,-2.7795,0.771793,
0.9274,-2.7765,0.777723,
0.9357,-2.7725,0.787092,
0.944,-2.7665,0.798946,
0.9524,-2.7595,0.811967,
0.9607,-2.7495,0.824883,
0.969,-2.7375,0.837301,
0.9774,-2.7225,0.850006,
0.9857,-2.7065,0.863653,
0.994,-2.6875,0.877697,
1.0024,-2.6665,0.891034,
1.0107,-2.6435,0.902841,
1.019,-2.6195,0.912764,
1.0274,-2.5925,0.920791,
1.0357,-2.5645,0.92708,
1.044,-2.5365,0.931851,
1.0524,-2.5065,0.935324,
1.0607,-2.4765,0.937693,
1.069,-2.4465,0.939118,
1.0774,-2.4165,0.939724,
1.0857,-2.3855,0.939606,
1.094,-2.3565,0.938833,
1.1024,-2.3265,0.937456,
1.1107,-2.2985,0.935506,
1.119,-2.2705,0.933002,
1.1274,-2.2435,0.929949,
1.1357,-2.2185,0.926335,
1.144,-2.1935,0.922125,
1.1524,-2.1705,0.917243,
1.1607,-2.1495,0.911554,
1.169,-2.1285,0.904819,
1.1774,-2.1095,0.896637,
1.1857,-2.0915,0.886358,
1.194,-2.0745,0.872935,
1.2024,-2.0585,0.854754,
1.2107,-2.0425,0.829465,
1.219,-2.0265,0.79417,
1.2274,-2.0105,0.746851,
1.2357,-1.9945,0.690222,
1.244,-1.9785,0.635751,
1.2524,-1.9635,0.60039,
1.2607,-1.9485,0.59652,
1.269,-1.9365,0.625095,
1.2774,-1.9245,0.674712,
1.2857,-1.9135,0.728938,
1.294,-1.9025,0.776699,
1.3024,-1.8915,0.814229,
1.3107,-1.8815,0.841731,
1.319,-1.8725,0.8608,
1.3274,-1.8635,0.873229,
1.3357,-1.8565,0.880522,
1.344,-1.8515,0.88374,
1.3524,-1.8465,0.883484,
1.3607,-1.8435,0.879858,
1.369,-1.8415,0.872299,
1.3774,-1.8405,0.859047,
1.3857,-1.8405,0.835518,
1.394,-1.8405,0.788747,
1.4024,-1.8385,0.675957,
1.4107,-1.8305,0.394783,
1.419,-1.8075,0.119961,
1.4274,-1.7765,0.0467609,
1.4357,-1.7435,0.068405,
1.444,-1.7215,0.544548,
1.4524,-1.7135,0.394483,
1.4607,-1.6965,0.196799,
1.469,-1.6745,0.104122,
1.4774,-1.6515,0.0658354,
1.4857,-1.6295,0.0485772,
1.494,-1.6095,0.039818,
1.5024,-1.5935,0.0344273,
1.5107,-1.5795,0.0297798,
1.519,-1.5685,0.0244132,
1.5274,-1.5585,0.0178877,
1.5357,-1.5505,0.0108129,
1.544,-1.5425,0.00457335,
1.5524,-1.5345,7.67482E-04,
1.5607,-1.5265,6.09218E-04,
1.569,-1.5165,0.00451857,
1.5774,-1.5075,0.0119704,
,,,
,,,
0,-1.5075,0.0119704,
0.0082,-1.4985,0.0214104,
0.0165,-1.4905,0.0307236,
0.0247,-1.4855,0.0373712,
0.033,-1.4835,0.0395431,
0.0412,-1.4855,0.037415,
0.0495,-1.4915,0.0328796,
0.0577,-1.5015,0.0279017,
0.066,-1.5135,0.0235608,
0.0742,-1.5285,0.0201925,
0.0825,-1.5455,0.0177899,
0.0907,-1.5645,0.0162553,
0.099,-1.5845,0.0155076,
0.1072,-1.6065,0.0155238,
0.1155,-1.6285,0.0163587,
0.1237,-1.6505,0.0181648,
0.132,-1.6735,0.021214,
0.1402,-1.6965,0.0259051,
0.1485,-1.7185,0.0326977,
0.1567,-1.7405,0.0418286,
0.165,-1.7605,0.0526342,
0.1732,-1.7795,0.0626601,
0.1815,-1.7955,0.0677941,
0.1897,-1.8105,0.0648357,
0.1979,-1.8225,0.0546879,
0.2062,-1.8305,0.041823,
0.2144,-1.8355,0.030419,
0.2227,-1.8365,0.0221344,
0.2309,-1.8335,0.0167947,
0.2392,-1.8265,0.0136935,
0.2474,-1.8155,0.0122665,
0.2557,-1.8015,0.0123088,
0.2639,-1.7855,0.0141414,
0.2722,-1.7675,0.0191488,
0.2804,-1.7495,0.0317065,
0.2887,-1.7335,0.0656189,
0.2969,-1.7245,0.151388,
0.3052,-1.7295,0.271829,
0.3134,-1.7465,0.347714,
0.3217,-1.7695,0.381907,
0.3299,-1.7925,0.396889,
0.3382,-1.8165,0.403074,
0.3464,-1.8385,0.40526,
0.3547,-1.8595,0.407135,
0.3629,-1.8775,0.414647,
0.3712,-1.8925,0.442674,
0.3794,-1.9015,0.528194,
0.3877,-1.8955,0.855194,
0.3959,-1.8765,0.908288,
0.4041,-1.8555,0.933529,
0.4124,-1.8335,0.946597,
0.4206,-1.8125,0.953973,
0.4289,-1.7925,0.958506,
0.4371,-1.7725,0.961586,
0.4454,-1.7535,0.963958,
0.4536,-1.7355,0.966034,
0.4619,-1.7185,0.968025,
0.4701,-1.7025,0.970013,
0.4784,-1.6875,0.972001,
0.4866,-1.6735,0.973946,
0.4949,-1.6605,0.975792,
0.5031,-1.6485,0.97749,
0.5114,-1.6385,0.979008,
0.5196,-1.6295,0.980329,
0.5279,-1.6205,0.981454,
0.5361,-1.6135,0.982392,
0.5444,-1.6085,0.983156,
0.5526,-1.6045,0.983766,
0.5609,-1.6015,0.984234,
0.5691,-1.5995,0.984575,
0.5774,-1.5985,0.984797,
0.5857,-1.5895,0.989361,
0.594,-1.6085,0.991534,
0.6024,-1.6495,0.991596,
0.6107,-1.7025,0.991272,
0.619,-1.7635,0.991027,
0.6274,-1.8295,0.990778,
0.6357,-1.8995,0.989644,
0.644,-1.9735,0.978041,
0.6524,-2.0395,0.616072,
0.6607,-2.0525,0.12742,
0.669,-2.0535,0.0862558,
0.6774,-2.0545,0.0722564,
0.6857,-2.0555,0.0632934,
0.694,-2.0585,0.0552301,
0.7024,-2.0655,0.0434638,
0.7107,-2.1025,0.0184124,
0.719,-2.1845,0.0187886,
0.7274,-2.2755,0.0243134,
0.7357,-2.3665,0.0359511,
0.744,-2.4555,0.0705337,
0.7524,-2.5365,0.212898,
0.7607,-2.5895,0.583796,
0.769,-2.6125,0.781819,
0.7774,-2.6265,0.836001,
0.7857,-2.6385,0.852351,
0.794,-2.6505,0.855559,
0.8024,-2.6615,0.852155,
0.8107,-2.6735,0.844232,
0.819,-2.6855,0.832488,
0.8274,-2.6965,0.817144,
0.8357,-2.7075,0.798342,
0.844,-2.7175,0.776426,
0.8524,-2.7255,0.752126,
0.8607,-2.7335,0.726597,
0.869,-2.7385,0.701293,
0.8774,-2.7435,0.67778,
0.8857,-2.7465,0.657566,
0.894,-2.7485,0.641984,
0.9024,-2.7495,0.632103,
0.9107,-2.7495,0.628694,
0.919,-2.7495,0.632202,
0.9274,-2.7485,0.642806,
0.9357,-2.7465,0.66036,
0.944,-2.7425,0.684386,
0.9524,-2.7375,0.714007,
0.9607,-2.7285,0.747715,
0.969,-2.7175,0.782904,
0.9774,-2.7035,0.816035,
0.9857,-2.6855,0.844343,
0.994,-2.6645,0.867104,
1.0024,-2.6405,0.884951,
1.0107,-2.6145,0.898842,
1.019,-2.5865,0.909621,
1.0274,-2.5565,0.917955,
1.0357,-2.5255,0.924352,
1.044,-2.4935,0.929202,
1.0524,-2.4615,0.9328,
1.0607,-2.4275,0.935372,
1.069,-2.3945,0.937083,
1.0774,-2.3605,0.938054,
1.0857,-2.3275,0.938373,
1.094,-2.2945,0.938098,
1.1024,-2.2615,0.937269,
1.1107,-2.2295,0.935911,
1.119,-2.1985,0.934039,
1.1274,-2.1685,0.931663,
1.1357,-2.1395,0.928792,
1.144,-2.1115,0.925435,
1.1524,-2.0855,0.9216,
1.1607,-2.0605,0.917293,
1.169,-2.0375,0.912513,
1.1774,-2.0155,0.907248,
1.1857,-1.9945,0.901478,
1.194,-1.9755,0.895201,
1.2024,-1.9575,0.888484,
1.2107,-1.9395,0.88159,
1.219,-1.9225,0.875148,
1.2274,-1.9055,0.870326,
1.2357,-1.8895,0.868789,
1.244,-1.8725,0.872157,
1.2524,-1.8555,0.880984,
1.2607,-1.8375,0.893981,
1.269,-1.8195,0.908447,
1.2774,-1.8015,0.9217,
1.2857,-1.7825,0.932176,
1.294,-1.7645,0.939487,
1.3024,-1.7475,0.943912,
1.3107,-1.7325,0.945945,
1.319,-1.7185,0.946066,
1.3274,-1.7075,0.944672,
1.3357,-1.6975,0.942078,
1.344,-1.6905,0.938523,
1.3524,-1.6865,0.934181,
1.3607,-1.6835,0.929157,
1.369,-1.6825,0.923483,
1.3774,-1.6835,0.917089,
1.3857,-1.6855,0.90977,
1.394,-1.6895,0.9011,
1.4024,-1.6935,0.890239,
1.4107,-1.6995,0.875494,
1.419,-1.7055,0.853067,
1.4274,-1.7115,0.8127,
1.4357,-1.7155,0.707549,
1.444,-1.7055,0.0896187,
1.4524,-1.6755,0.00332108,
1.4607,-1.6455,6.22225E-04,
1.469,-1.6165,0.00198113,
1.4774,-1.5905,0.00449776,
1.4857,-1.5675,0.00784025,
1.494,-1.5465,0.0119136,
1.5024,-1.5285,0.0165934,
1.5107,-1.5135,0.0217326,
1.519,-1.5005,0.0271975,
1.5274,-1.4915,0.0327146,
1.5357,-1.4855,0.0374387,
1.544,-1.4835,0.0396557,
1.5524,-1.4855,0.0375573,
1.5607,-1.4905,0.0309127,
1.569,-1.4985,0.0215171,
1.5774,-1.5075,0.0119704,
,,,
,,,
0,-1.3775,1.52345E-04,
0.0082,-1.3775,0.00153014,
0.0165,-1.3785,0.00532212,
0.0247,-1.3795,0.0113352,
0.033,-1.3815,0.0196551,
0.0412,-1.3835,0.0304987,
0.0495,-1.3855,0.0440687,
0.0577,-1.3865,0.0604038,
0.066,-1.3885,0.0792547,
0.0742,-1.3895,0.100048,
0.0825,-1.3905,0.121973,
0.0907,-1.3905,0.144155,
0.099,-1.3905,0.165818,
0.1072,-1.3905,0.186387,
0.1155,-1.3905,0.205497,
0.1237,-1.3915,0.222958,
0.132,-1.3925,0.238711,
0.1402,-1.3955,0.252775,
0.1485,-1.3985,0.265221,
0.1567,-1.4035,0.276147,
0.165,-1.4095,0.285664,
0.1732,-1.4175,0.293892,
0.1815,-1.4265,0.300954,
0.1897,-1.4365,0.306973,
0.1979,-1.4485,0.312067,
0.2062,-1.4615,0.31635,
0.2144,-1.4765,0.319915,
0.2227,-1.4925,0.322824,
0.2309,-1.5095,0.325072,
0.2392,-1.5265,0.326535,
0.2474,-1.5445,0.326863,
0.2557,-1.5625,0.325296,
0.2639,-1.5795,0.32037,
0.2722,-1.5945,0.309642,
0.2804,-1.6065,0.290201,
0.2887,-1.6195,0.397332,
0.2969,-1.6315,0.318075,
0.3052,-1.6295,0.206475,
0.3134,-1.6145,0.143762,
0.3217,-1.5935,0.132299,
0.3299,-1.5725,0.163728,
0.3382,-1.5545,0.259687,
0.3464,-1.5525,0.567808,
0.3547,-1.5575,0.653403,
0.3629,-1.5655,0.699359,
0.3712,-1.5735,0.725548,
0.3794,-1.5805,0.743793,
0.3877,-1.5865,0.759323,
0.3959,-1.5895,0.741335,
0.4041,-1.5925,0.761376,
0.4124,-1.5935,0.781814,
0.4206,-1.5915,0.802055,
0.4289,-1.5865,0.821741,
0.4371,-1.5805,0.840493,
0.4454,-1.5715,0.85797,
0.4536,-1.5615,0.87392,
0.4619,-1.5495,0.888206,
0.4701,-1.5365,0.900806,
0.4784,-1.5225,0.911789,
0.4866,-1.5075,0.921289,
0.4949,-1.4925,0.929462,
0.5031,-1.4785,0.936468,
0.5114,-1.4645,0.942451,
0.5196,-1.4505,0.947531,
0.5279,-1.4385,0.9518,
0.5361,-1.4275,0.955331,
0.5444,-1.4185,0.958174,
0.5526,-1.4105,0.960363,
0.5609,-1.4055,0.961923,
0.5691,-1.4015,0.962868,
0.5774,-1.4005,0.963205,
0.5857,-1.4155,0.959474,
0.594,-1.4095,0.956032,
0.6024,-1.3905,0.951483,
0.6107,-1.3665,0.939766,
0.619,-1.3445,0.900762,
0.6274,-1.3385,0.338142,
0.6357,-1.3975,0.028388,
0.644,-1.4675,0.0140628,
0.6524,-1.5405,0.0104101,
0.6607,-1.6155,0.00955028,
0.669,-1.6915,0.00996199,
0.6774,-1.7685,0.0113885,
0.6857,-1.8445,0.014212,
0.694,-1.9175,0.0193161,
0.7024,-1.9925,0.0285087,
0.7107,-2.0455,0.0501383,
0.719,-2.0585,0.0472167,
0.7274,-2.0665,0.0420219,
0.7357,-2.0735,0.0373892,
0.744,-2.0815,0.0331153,
0.7524,-2.0905,0.0290266,
0.7607,-2.1015,0.0252389,
0.769,-2.1135,0.0221683,
0.7774,-2.1265,0.019756,
0.7857,-2.1405,0.0177644,
0.794,-2.1555,0.0160881,
0.8024,-2.1705,0.0146933,
0.8107,-2.1865,0.0135653,
0.819,-2.2025,0.0126889,
0.8274,-2.2185,0.0120423,
0.8357,-2.2345,0.011594,
0.844,-2.2505,0.0113038,
0.8524,-2.2655,0.0111246,
0.8607,-2.2805,0.0110073,
0.869,-2.2935,0.0109083,
0.8774,-2.3055,0.0107974,
0.8857,-2.3155,0.0106653,
0.894,-2.3235,0.0105262,
0.9024,-2.3285,0.0104141,
