k,energy,band_localization,special_points
1.5774,-47.3165,8.08005E-08,
,,,
,,,
0,-47.2785,1.03401E-07,
0.0082,-47.2785,1.05001E-07,
0.0165,-47.2785,1.09401E-07,
0.0247,-47.2785,1.16801E-07,
0.033,-47.2785,1.27001E-07,
0.0412,-47.2785,1.40401E-07,
0.0495,-47.2785,1.56601E-07,
0.0577,-47.2785,1.74802E-07,
0.066,-47.2785,1.96002E-07,
0.0742,-47.2785,2.20102E-07,
0.0825,-47.2785,2.46902E-07,
0.0907,-47.2785,2.76103E-07,
0.099,-47.2785,3.07703E-07,
0.1072,-47.2785,3.41703E-07,
0.1155,-47.2785,3.78104E-07,
0.1237,-47.2785,4.17004E-07,
0.132,-47.2785,4.57805E-07,
0.1402,-47.2785,5.00805E-07,
0.1485,-47.2785,5.45405E-07,
0.1567,-47.2785,5.92106E-07,
0.165,-47.2785,6.40706E-07,
0.1732,-47.2785,6.91107E-07,
0.1815,-47.2785,7.43008E-07,
0.1897,-47.2785,7.95808E-07,
0.1979,-47.2785,8.50809E-07,
0.2062,-47.2785,9.05909E-07,
0.2144,-47.2785,9.6331E-07,
0.2227,-47.2785,1.02051E-06,
0.2309,-47.2785,1.07901E-06,
0.2392,-47.2785,1.13841E-06,
0.2474,-47.2785,1.19821E-06,
0.2557,-47.2785,1.25791E-06,
0.2639,-47.2785,1.31791E-06,
0.2722,-47.2785,1.37841E-06,
0.2804,-47.2785,1.43782E-06,
0.2887,-47.2785,1.49782E-06,
0.2969,-47.2785,1.55712E-06,
0.3052,-47.2785,1.61552E-06,
0.3134,-47.2785,1.67342E-06,
0.3217,-47.2785,1.73022E-06,
0.3299,-47.2785,1.78622E-06,
0.3382,-47.2785,1.84112E-06,
0.3464,-47.2785,1.89492E-06,
0.3547,-47.2785,1.94632E-06,
0.3629,-47.2785,1.99672E-06,
0.3712,-47.2785,2.04552E-06,
0.3794,-47.2785,2.09232E-06,
0.3877,-47.2785,2.13772E-06,
0.3959,-47.2785,2.18093E-06,
0.4041,-47.2785,2.22293E-06,
0.4124,-47.2785,2.26233E-06,
0.4206,-47.2785,2.29973E-06,
0.4289,-47.2785,2.33543E-06,
0.4371,-47.2785,2.36883E-06,
0.4454,-47.2785,2.40073E-06,
0.4536,-47.2785,2.43073E-06,
0.4619,-47.2785,2.45823E-06,
0.4701,-47.2785,2.48483E-06,
0.4784,-47.2785,2.50953E-06,
0.4866,-47.2785,2.53263E-06,
0.4949,-47.2785,2.55363E-06,
0.5031,-47.2785,2.57373E-06,
0.5114,-47.2785,2.59223E-06,
0.5196,-47.2785,2.60973E-06,
0.5279,-47.2785,2.62593E-06,
0.5361,-47.2785,2.64103E-06,
0.5444,-47.2785,2.65483E-06,
0.5526,-47.2785,2.66733E-06,
0.5609,-47.2785,2.67893E-06,
0.5691,-47.2785,2.68993E-06,
0.5774,-47.2785,2.69963E-06,
0.5857,-47.2785,2.63283E-06,
0.594,-47.2785,2.56743E-06,
0.6024,-47.2785,2.50223E-06,
0.6107,-47.2785,2.43883E-06,
0.619,-47.2785,2.37663E-06,
0.6274,-47.2785,2.31563E-06,
0.6357,-47.2785,2.25603E-06,
0.644,-47.2785,2.19733E-06,
0.6524,-47.2795,2.14073E-06,
0.6607,-47.2795,2.08572E-06,
0.669,-47.2795,2.03202E-06,
0.6774,-47.2795,1.98022E-06,
0.6857,-47.2795,1.93072E-06,
0.694,-47.2795,1.88302E-06,
0.7024,-47.2795,1.83732E-06,
0.7107,-47.2795,1.79342E-06,
0.719,-47.2795,1.75212E-06,
0.7274,-47.2795,1.71282E-06,
0.7357,-47.2795,1.67572E-06,
0.744,-47.2795,1.64002E-06,
0.7524,-47.2795,1.60712E-06,
0.7607,-47.2795,1.57542E-06,
0.769,-47.2795,1.54682E-06,
0.7774,-47.2795,1.52052E-06,
0.7857,-47.2795,1.49542E-06,
0.794,-47.2795,1.47322E-06,
0.8024,-47.2795,1.45212E-06,
0.8107,-47.2795,1.43382E-06,
0.819,-47.2795,1.41682E-06,
0.8274,-47.2795,1.40172E-06,
0.8357,-47.2795,1.38902E-06,
0.844,-47.2795,1.37792E-06,
0.8524,-47.2795,1.36842E-06,
0.8607,-47.2795,1.36072E-06,
0.869,-47.2795,1.35352E-06,
0.8774,-47.2795,1.34862E-06,
0.8857,-47.2795,1.34452E-06,
0.894,-47.2795,1.34132E-06,
0.9024,-47.2795,1.34012E-06,
0.9107,-47.2795,1.33972E-06,
0.919,-47.2795,1.34012E-06,
0.9274,-47.2795,1.34132E-06,
0.9357,-47.2795,1.34372E-06,
0.944,-47.2795,1.34642E-06,
0.9524,-47.2795,1.34972E-06,
0.9607,-47.2795,1.35392E-06,
0.969,-47.2795,1.35862E-06,
0.9774,-47.2795,1.36292E-06,
0.9857,-47.2795,1.36762E-06,
0.994,-47.2795,1.37252E-06,
1.0024,-47.2795,1.37772E-06,
1.0107,-47.2795,1.38342E-06,
1.019,-47.2795,1.38892E-06,
1.0274,-47.2795,1.39412E-06,
1.0357,-47.2795,1.39962E-06,
1.044,-47.2795,1.40432E-06,
1.0524,-47.2795,1.40932E-06,
1.0607,-47.2795,1.41342E-06,
1.069,-47.2795,1.41732E-06,
1.0774,-47.2795,1.42092E-06,
1.0857,-47.2795,1.42442E-06,
1.094,-47.2795,1.42612E-06,
1.1024,-47.2795,1.42842E-06,
1.1107,-47.2795,1.42912E-06,
1.119,-47.2795,1.42982E-06,
1.1274,-47.2795,1.42942E-06,
1.1357,-47.2795,1.42732E-06,
1.144,-47.2795,1.42472E-06,
1.1524,-47.2795,1.42022E-06,
1.1607,-47.2795,1.41522E-06,
1.169,-47.2785,1.40852E-06,
1.1774,-47.2785,1.40052E-06,
1.1857,-47.2785,1.39072E-06,
1.194,-47.2785,1.37952E-06,
1.2024,-47.2785,1.36672E-06,
1.2107,-47.2785,1.35232E-06,
1.219,-47.2785,1.33592E-06,
1.2274,-47.2785,1.31811E-06,
1.2357,-47.2785,1.29831E-06,
1.244,-47.2785,1.27751E-06,
1.2524,-47.2785,1.25431E-06,
1.2607,-47.2785,1.22971E-06,
1.269,-47.2785,1.20311E-06,
1.2774,-47.2785,1.17451E-06,
1.2857,-47.2785,1.14491E-06,
1.294,-47.2785,1.11371E-06,
1.3024,-47.2785,1.08071E-06,
1.3107,-47.2785,1.04711E-06,
1.319,-47.2785,1.01181E-06,
1.3274,-47.2785,9.7561E-07,
1.3357,-47.2785,9.3801E-07,
1.344,-47.2785,8.99809E-07,
1.3524,-47.2785,8.60609E-07,
1.3607,-47.2785,8.21009E-07,
1.369,-47.2785,7.81408E-07,
1.3774,-47.2785,7.41008E-07,
1.3857,-47.2785,7.00807E-07,
1.394,-47.2785,6.60807E-07,
1.4024,-47.2785,6.20806E-07,
1.4107,-47.2785,5.81406E-07,
1.419,-47.2785,5.41905E-07,
1.4274,-47.2785,5.03705E-07,
1.4357,-47.2785,4.66105E-07,
1.444,-47.2785,4.29704E-07,
1.4524,-47.2785,3.94304E-07,
1.4607,-47.2785,3.60504E-07,
1.469,-47.2785,3.27903E-07,
1.4774,-47.2785,2.97703E-07,
1.4857,-47.2785,2.69103E-07,
1.494,-47.2785,2.41702E-07,
1.5024,-47.2785,2.16802E-07,
1.5107,-47.2785,1.94002E-07,
1.519,-47.2785,1.73802E-07,
1.5274,-47.2785,1.55601E-07,
1.5357,-47.2785,1.39801E-07,
1.544,-47.2785,1.27201E-07,
1.5524,-47.2785,1.16601E-07,
1.5607,-47.2785,1.09401E-07,
1.569,-47.2785,1.05001E-07,
1.5774,-47.2785,1.03401E-07,
,,,
,,,
0,-47.2785,1.03401E-07,
0.0082,-47.2785,1.05001E-07,
0.0165,-47.2785,1.09401E-07,
0.0247,-47.2785,1.16801E-07,
0.033,-47.2785,1.27801E-07,
0.0412,-47.2785,1.41401E-07,
0.0495,-47.2785,1.57801E-07,
0.0577,-47.2785,1.77802E-07,
0.066,-47.2785,2.00802E-07,
0.0742,-47.2785,2.26702E-07,
0.0825,-47.2785,2.55502E-07,
0.0907,-47.2785,2.87103E-07,
0.099,-47.2785,3.21503E-07,
0.1072,-47.2785,3.59103E-07,
0.1155,-47.2785,3.99704E-07,
0.1237,-47.2785,4.42404E-07,
0.132,-47.2785,4.88405E-07,
0.1402,-47.2785,5.36605E-07,
0.1485,-47.2785,5.87206E-07,
0.1567,-47.2785,6.40306E-07,
0.165,-47.2785,6.95507E-07,
0.1732,-47.2785,7.52508E-07,
0.1815,-47.2785,8.11308E-07,
0.1897,-47.2785,8.72209E-07,
0.1979,-47.2785,9.3481E-07,
0.2062,-47.2785,9.9841E-07,
0.2144,-47.2785,1.06411E-06,
0.2227,-47.2785,1.12991E-06,
0.2309,-47.2785,1.19711E-06,
0.2392,-47.2785,1.26561E-06,
0.2474,-47.2785,1.33341E-06,
0.2557,-47.2785,1.40182E-06,
0.2639,-47.2785,1.47052E-06,
0.2722,-47.2785,1.53932E-06,
0.2804,-47.2785,1.60752E-06,
0.2887,-47.2785,1.67522E-06,
0.2969,-47.2785,1.74242E-06,
0.3052,-47.2785,1.80802E-06,
0.3134,-47.2785,1.87312E-06,
0.3217,-47.2785,1.93712E-06,
0.3299,-47.2785,1.99872E-06,
0.3382,-47.2785,2.05932E-06,
0.3464,-47.2785,2.11772E-06,
0.3547,-47.2785,2.17382E-06,
0.3629,-47.2785,2.22803E-06,
0.3712,-47.2785,2.28023E-06,
0.3794,-47.2785,2.32903E-06,
0.3877,-47.2785,2.37523E-06,
0.3959,-47.2785,2.41943E-06,
0.4041,-47.2785,2.45973E-06,
0.4124,-47.2785,2.49793E-06,
0.4206,-47.2785,2.53313E-06,
0.4289,-47.2785,2.56533E-06,
0.4371,-47.2785,2.59443E-06,
0.4454,-47.2785,2.62023E-06,
0.4536,-47.2785,2.64313E-06,
0.4619,-47.2785,2.66293E-06,
0.4701,-47.2785,2.68043E-06,
0.4784,-47.2785,2.69453E-06,
0.4866,-47.2785,2.70633E-06,
0.4949,-47.2785,2.71583E-06,
0.5031,-47.2785,2.72243E-06,
0.5114,-47.2785,2.72693E-06,
0.5196,-47.2785,2.72903E-06,
0.5279,-47.2785,2.72963E-06,
0.5361,-47.2785,2.72813E-06,
0.5444,-47.2785,2.72513E-06,
0.5526,-47.2785,2.72113E-06,
0.5609,-47.2785,2.71473E-06,
0.5691,-47.2785,2.70783E-06,
0.5774,-47.2785,2.69963E-06,
0.5857,-47.2785,2.76673E-06,
0.594,-47.2785,2.83413E-06,
0.6024,-47.2785,2.90133E-06,
0.6107,-47.2785,2.97024E-06,
0.619,-47.2785,3.03884E-06,
0.6274,-47.2785,3.10664E-06,
0.6357,-47.2785,3.17474E-06,
0.644,-47.2785,3.24314E-06,
0.6524,-47.2785,3.31024E-06,
0.6607,-47.2785,3.37684E-06,
0.669,-47.2785,3.44264E-06,
0.6774,-47.2785,3.50774E-06,
0.6857,-47.2785,3.57134E-06,
0.694,-47.2785,3.63454E-06,
0.7024,-47.2785,3.69595E-06,
0.7107,-47.2785,3.75605E-06,
0.719,-47.2785,3.81365E-06,
0.7274,-47.2785,3.86985E-06,
0.7357,-47.2785,3.92465E-06,
0.744,-47.2785,3.97765E-06,
0.7524,-47.2785,4.02805E-06,
0.7607,-47.2785,4.07645E-06,
0.769,-47.2785,4.12205E-06,
0.7774,-47.2785,4.16585E-06,
0.7857,-47.2785,4.20655E-06,
0.794,-47.2785,4.24495E-06,
0.8024,-47.2785,4.28115E-06,
0.8107,-47.2785,4.31435E-06,
0.819,-47.2785,4.34526E-06,
0.8274,-47.2785,4.37246E-06,
0.8357,-47.2785,4.39726E-06,
0.844,-47.2785,4.42036E-06,
0.8524,-47.2785,4.44036E-06,
0.8607,-47.2785,4.45736E-06,
0.869,-47.2785,4.47086E-06,
0.8774,-47.2785,4.48246E-06,
0.8857,-47.2785,4.49126E-06,
0.894,-47.2785,4.49786E-06,
0.9024,-47.2785,4.50146E-06,
0.9107,-47.2785,4.50286E-06,
0.919,-47.2785,4.50146E-06,
0.9274,-47.2785,4.49786E-06,
0.9357,-47.2785,4.49166E-06,
0.944,-47.2785,4.48366E-06,
0.9524,-47.2785,4.47316E-06,
0.9607,-47.2785,4.46076E-06,
0.969,-47.2785,4.44566E-06,
0.9774,-47.2785,4.42896E-06,
0.9857,-47.2785,4.41046E-06,
0.994,-47.2785,4.38856E-06,
1.0024,-47.2785,4.36526E-06,
1.0107,-47.2785,4.34016E-06,
1.019,-47.2785,4.31246E-06,
1.0274,-47.2785,4.28235E-06,
1.0357,-47.2785,4.25055E-06,
1.044,-47.2785,4.21585E-06,
1.0524,-47.2785,4.17915E-06,
1.0607,-47.2785,4.13995E-06,
1.069,-47.2785,4.09785E-06,
1.0774,-47.2785,4.05315E-06,
1.0857,-47.2785,4.00545E-06,
1.094,-47.2785,3.95495E-06,
1.1024,-47.2785,3.90165E-06,
1.1107,-47.2785,3.84575E-06,
1.119,-47.2785,3.78645E-06,
1.1274,-47.2785,3.72375E-06,
1.1357,-47.2785,3.65875E-06,
1.144,-47.2785,3.59014E-06,
1.1524,-47.2785,3.51824E-06,
1.1607,-47.2785,3.44444E-06,
1.169,-47.2785,3.36644E-06,
1.1774,-47.2785,3.28594E-06,
1.1857,-47.2785,3.20354E-06,
1.194,-47.2785,3.11794E-06,
1.2024,-47.2785,3.03084E-06,
1.2107,-47.2785,2.94143E-06,
1.219,-47.2785,2.84973E-06,
1.2274,-47.2785,2.75643E-06,
1.2357,-47.2785,2.66153E-06,
1.244,-47.2785,2.56543E-06,
1.2524,-47.2785,2.46923E-06,
1.2607,-47.2785,2.37093E-06,
1.269,-47.2785,2.27283E-06,
1.2774,-47.2785,2.17492E-06,
1.2857,-47.2785,2.07682E-06,
1.294,-47.2785,1.97892E-06,
1.3024,-47.2785,1.88122E-06,
1.3107,-47.2785,1.78512E-06,
1.319,-47.2785,1.69002E-06,
1.3274,-47.2785,1.59632E-06,
1.3357,-47.2785,1.50422E-06,
1.344,-47.2785,1.41362E-06,
1.3524,-47.2785,1.32531E-06,
1.3607,-47.2785,1.23841E-06,
1.369,-47.2785,1.15431E-06,
1.3774,-47.2785,1.07371E-06,
1.3857,-47.2785,9.9501E-07,
1.394,-47.2785,9.19609E-07,
1.4024,-47.2785,8.46709E-07,
1.4107,-47.2785,7.76808E-07,
1.419,-47.2785,7.10207E-07,
1.4274,-47.2785,6.47206E-07,
1.4357,-47.2785,5.87506E-07,
1.444,-47.2785,5.30905E-07,
1.4524,-47.2785,4.78205E-07,
1.4607,-47.2785,4.29004E-07,
1.469,-47.2785,3.82804E-07,
1.4774,-47.2785,3.40703E-07,
1.4857,-47.2785,3.01703E-07,
1.494,-47.2785,2.66303E-07,
1.5024,-47.2785,2.34902E-07,
1.5107,-47.2785,2.06702E-07,
1.519,-47.2785,1.82002E-07,
1.5274,-47.2785,1.60602E-07,
1.5357,-47.2785,1.43001E-07,
1.544,-47.2785,1.28801E-07,
1.5524,-47.2785,1.17401E-07,
1.5607,-47.2785,1.09601E-07,
1.569,-47.2785,1.05001E-07,
1.5774,-47.2785,1.03401E-07,
,,,
,,,
0,-47.2585,3.15694E-06,
0.0082,-47.2585,3.24114E-06,
0.0165,-47.2585,3.32625E-06,
0.0247,-47.2585,3.41305E-06,
0.033,-47.2585,3.50075E-06,
0.0412,-47.2585,3.58915E-06,
0.0495,-47.2585,3.67895E-06,
0.0577,-47.2585,3.76905E-06,
0.066,-47.2585,3.85945E-06,
0.0742,-47.2585,3.95035E-06,
0.0825,-47.2585,4.04096E-06,
0.0907,-47.2585,4.13196E-06,
0.099,-47.2585,4.22166E-06,
0.1072,-47.2585,4.31046E-06,
0.1155,-47.2585,4.39866E-06,
0.1237,-47.2585,4.48486E-06,
0.132,-47.2585,4.56956E-06,
0.1402,-47.2585,4.65216E-06,
0.1485,-47.2585,4.73257E-06,
0.1567,-47.2585,4.81017E-06,
0.165,-47.2585,4.88437E-06,
0.1732,-47.2585,4.95557E-06,
0.1815,-47.2585,5.02377E-06,
0.1897,-47.2585,5.08717E-06,
0.1979,-47.2585,5.14677E-06,
0.2062,-47.2585,5.20297E-06,
0.2144,-47.2585,5.25327E-06,
0.2227,-47.2585,5.29887E-06,
0.2309,-47.2585,5.33967E-06,
0.2392,-47.2585,5.37497E-06,
0.2474,-47.2585,5.40557E-06,
0.2557,-47.2585,5.42977E-06,
0.2639,-47.2585,5.44887E-06,
0.2722,-47.2585,5.46187E-06,
0.2804,-47.2585,5.46977E-06,
0.2887,-47.2585,5.47087E-06,
0.2969,-47.2585,5.46667E-06,
0.3052,-47.2585,5.45637E-06,
0.3134,-47.2585,5.44007E-06,
0.3217,-47.2585,5.41797E-06,
0.3299,-47.2585,5.39077E-06,
0.3382,-47.2585,5.35727E-06,
0.3464,-47.2585,5.31857E-06,
0.3547,-47.2585,5.27447E-06,
0.3629,-47.2585,5.22527E-06,
0.3712,-47.2575,5.17077E-06,
0.3794,-47.2575,5.11147E-06,
0.3877,-47.2575,5.04747E-06,
0.3959,-47.2575,4.97937E-06,
0.4041,-47.2575,4.90677E-06,
0.4124,-47.2575,4.83036E-06,
0.4206,-47.2575,4.75096E-06,
0.4289,-47.2575,4.66816E-06,
0.4371,-47.2575,4.58236E-06,
0.4454,-47.2575,4.49396E-06,
0.4536,-47.2575,4.40346E-06,
0.4619,-47.2575,4.31116E-06,
0.4701,-47.2575,4.21686E-06,
0.4784,-47.2575,4.12085E-06,
0.4866,-47.2575,4.02455E-06,
0.4949,-47.2575,3.92755E-06,
0.5031,-47.2575,3.82955E-06,
0.5114,-47.2575,3.73155E-06,
0.5196,-47.2575,3.63395E-06,
0.5279,-47.2575,3.53585E-06,
0.5361,-47.2575,3.43884E-06,
0.5444,-47.2575,3.34194E-06,
0.5526,-47.2575,3.24554E-06,
0.5609,-47.2575,3.15014E-06,
0.5691,-47.2575,3.05564E-06,
0.5774,-47.2575,2.96204E-06,
0.5857,-47.2575,2.95404E-06,
0.594,-47.2575,2.94514E-06,
0.6024,-47.2575,2.93534E-06,
0.6107,-47.2575,2.92394E-06,
0.619,-47.2575,2.91244E-06,
0.6274,-47.2575,2.89864E-06,
0.6357,-47.2575,2.88374E-06,
0.644,-47.2575,2.86754E-06,
0.6524,-47.2575,2.84974E-06,
0.6607,-47.2575,2.83054E-06,
0.669,-47.2575,2.80964E-06,
0.6774,-47.2575,2.78734E-06,
0.6857,-47.2575,2.76354E-06,
0.694,-47.2575,2.73784E-06,
0.7024,-47.2575,2.71073E-06,
0.7107,-47.2575,2.68203E-06,
0.719,-47.2575,2.65233E-06,
0.7274,-47.2575,2.62043E-06,
0.7357,-47.2575,2.58793E-06,
0.744,-47.2575,2.55363E-06,
0.7524,-47.2575,2.51783E-06,
0.7607,-47.2575,2.48153E-06,
0.769,-47.2575,2.44403E-06,
0.7774,-47.2575,2.40613E-06,
0.7857,-47.2575,2.36683E-06,
0.794,-47.2575,2.32793E-06,
0.8024,-47.2575,2.28803E-06,
0.8107,-47.2575,2.24873E-06,
0.819,-47.2575,2.20943E-06,
0.8274,-47.2575,2.17113E-06,
0.8357,-47.2575,2.13403E-06,
0.844,-47.2575,2.09813E-06,
0.8524,-47.2575,2.06453E-06,
0.8607,-47.2575,2.03323E-06,
0.869,-47.2575,2.00403E-06,
0.8774,-47.2575,1.98023E-06,
0.8857,-47.2575,1.95973E-06,
0.894,-47.2575,1.94453E-06,
0.9024,-47.2575,1.93453E-06,
0.9107,-47.2575,1.93132E-06,
0.919,-47.2575,1.93473E-06,
0.9274,-47.2575,1.94633E-06,
0.9357,-47.2575,1.96633E-06,
0.944,-47.2575,1.99513E-06,
0.9524,-47.2575,2.03373E-06,
0.9607,-47.2575,2.08233E-06,
0.969,-47.2575,2.14013E-06,
0.9774,-47.2575,2.20873E-06,
0.9857,-47.2575,2.28603E-06,
0.994,-47.2575,2.37303E-06,
1.0024,-47.2575,2.46853E-06,
1.0107,-47.2575,2.57103E-06,
1.019,-47.2575,2.68023E-06,
1.0274,-47.2575,2.79474E-06,
1.0357,-47.2575,2.91364E-06,
1.044,-47.2575,3.03614E-06,
1.0524,-47.2575,3.16124E-06,
1.0607,-47.2575,3.28814E-06,
1.069,-47.2575,3.41474E-06,
1.0774,-47.2575,3.54145E-06,
1.0857,-47.2575,3.66775E-06,
1.094,-47.2575,3.79155E-06,
1.1024,-47.2575,3.91425E-06,
1.1107,-47.2575,4.03365E-06,
1.119,-47.2575,4.15086E-06,
1.1274,-47.2575,4.26406E-06,
1.1357,-47.2575,4.37346E-06,
1.144,-47.2575,4.47946E-06,
1.1524,-47.2575,4.58016E-06,
1.1607,-47.2575,4.67716E-06,
1.169,-47.2575,4.76946E-06,
1.1774,-47.2575,4.85587E-06,
1.1857,-47.2575,4.93837E-06,
1.194,-47.2575,5.01447E-06,
1.2024,-47.2575,5.08507E-06,
1.2107,-47.2585,5.15017E-06,
1.219,-47.2585,5.20947E-06,
1.2274,-47.2585,5.26217E-06,
1.2357,-47.2585,5.30907E-06,
1.244,-47.2585,5.34997E-06,
1.2524,-47.2585,5.38397E-06,
1.2607,-47.2585,5.41227E-06,
1.269,-47.2585,5.43417E-06,
1.2774,-47.2585,5.44947E-06,
1.2857,-47.2585,5.45807E-06,
1.294,-47.2585,5.46037E-06,
1.3024,-47.2585,5.45707E-06,
1.3107,-47.2585,5.44707E-06,
1.319,-47.2585,5.43077E-06,
1.3274,-47.2585,5.40917E-06,
1.3357,-47.2585,5.38087E-06,
1.344,-47.2585,5.34747E-06,
1.3524,-47.2585,5.30847E-06,
1.3607,-47.2585,5.26457E-06,
1.369,-47.2585,5.21497E-06,
1.3774,-47.2585,5.16037E-06,
1.3857,-47.2585,5.10157E-06,
1.394,-47.2585,5.03797E-06,
1.4024,-47.2585,4.97017E-06,
1.4107,-47.2585,4.89917E-06,
1.419,-47.2585,4.82477E-06,
1.4274,-47.2585,4.74717E-06,
1.4357,-47.2585,4.66676E-06,
1.444,-47.2585,4.58316E-06,
1.4524,-47.2585,4.49806E-06,
1.4607,-47.2585,4.41106E-06,
1.469,-47.2585,4.32266E-06,
1.4774,-47.2585,4.23246E-06,
1.4857,-47.2585,4.14216E-06,
1.494,-47.2585,4.05016E-06,
1.5024,-47.2585,3.95855E-06,
1.5107,-47.2585,3.86705E-06,
1.519,-47.2585,3.77545E-06,
1.5274,-47.2585,3.68445E-06,
1.5357,-47.2585,3.59375E-06,
1.544,-47.2585,3.50435E-06,
1.5524,-47.2585,3.41605E-06,
1.5607,-47.2585,3.32805E-06,
1.569,-47.2585,3.24214E-06,
1.5774,-47.2585,3.15694E-06,
,,,
,,,
0,-47.2585,3.15694E-06,
0.0082,-47.2585,3.07444E-06,
0.0165,-47.2585,2.99304E-06,
0.0247,-47.2585,2.91334E-06,
0.033,-47.2585,2.83554E-06,
0.0412,-47.2585,2.75914E-06,
0.0495,-47.2585,2.68424E-06,
0.0577,-47.2585,2.61064E-06,
0.066,-47.2585,2.53893E-06,
0.0742,-47.2585,2.46873E-06,
0.0825,-47.2585,2.39963E-06,
0.0907,-47.2585,2.33223E-06,
0.099,-47.2585,2.26653E-06,
0.1072,-47.2585,2.20253E-06,
0.1155,-47.2585,2.13943E-06,
0.1237,-47.2585,2.07803E-06,
0.132,-47.2585,2.01833E-06,
0.1402,-47.2585,1.96053E-06,
0.1485,-47.2585,1.90343E-06,
0.1567,-47.2585,1.84902E-06,
0.165,-47.2585,1.79562E-06,
0.1732,-47.2585,1.74392E-06,
0.1815,-47.2585,1.69432E-06,
0.1897,-47.2585,1.64662E-06,
0.1979,-47.2585,1.60022E-06,
0.2062,-47.2585,1.55662E-06,
0.2144,-47.2585,1.51602E-06,
0.2227,-47.2585,1.47652E-06,
0.2309,-47.2585,1.44052E-06,
0.2392,-47.2585,1.40632E-06,
0.2474,-47.2575,1.37512E-06,
0.2557,-47.2575,1.34732E-06,
0.2639,-47.2575,1.32232E-06,
0.2722,-47.2575,1.30062E-06,
0.2804,-47.2575,1.28182E-06,
0.2887,-47.2575,1.26662E-06,
0.2969,-47.2575,1.25492E-06,
0.3052,-47.2575,1.24662E-06,
0.3134,-47.2575,1.24202E-06,
0.3217,-47.2575,1.24092E-06,
0.3299,-47.2575,1.24442E-06,
0.3382,-47.2575,1.25192E-06,
0.3464,-47.2575,1.26262E-06,
0.3547,-47.2575,1.27742E-06,
0.3629,-47.2575,1.29632E-06,
0.3712,-47.2575,1.31932E-06,
0.3794,-47.2575,1.34602E-06,
0.3877,-47.2575,1.37722E-06,
0.3959,-47.2575,1.41202E-06,
0.4041,-47.2575,1.45022E-06,
0.4124,-47.2575,1.49342E-06,
0.4206,-47.2575,1.53942E-06,
0.4289,-47.2575,1.58922E-06,
0.4371,-47.2575,1.64222E-06,
0.4454,-47.2575,1.69962E-06,
0.4536,-47.2575,1.75942E-06,
0.4619,-47.2575,1.82322E-06,
0.4701,-47.2575,1.89022E-06,
0.4784,-47.2575,1.95873E-06,
0.4866,-47.2575,2.03113E-06,
0.4949,-47.2575,2.10603E-06,
0.5031,-47.2575,2.18353E-06,
0.5114,-47.2575,2.26253E-06,
0.5196,-47.2575,2.34383E-06,
0.5279,-47.2575,2.42803E-06,
0.5361,-47.2575,2.51263E-06,
0.5444,-47.2575,2.59993E-06,
0.5526,-47.2575,2.68863E-06,
0.5609,-47.2575,2.77874E-06,
0.5691,-47.2575,2.86954E-06,
0.5774,-47.2575,2.96204E-06,
0.5857,-47.2575,2.96914E-06,
0.594,-47.2575,2.97544E-06,
0.6024,-47.2575,2.98114E-06,
0.6107,-47.2575,2.98664E-06,
0.619,-47.2575,2.99054E-06,
0.6274,-47.2575,2.99504E-06,
0.6357,-47.2575,2.99914E-06,
0.644,-47.2575,3.00314E-06,
0.6524,-47.2575,3.00804E-06,
0.6607,-47.2575,3.01194E-06,
0.669,-47.2575,3.01654E-06,
0.6774,-47.2575,3.02104E-06,
0.6857,-47.2575,3.02644E-06,
0.694,-47.2575,3.03234E-06,
0.7024,-47.2575,3.03854E-06,
0.7107,-47.2575,3.04604E-06,
0.719,-47.2575,3.05394E-06,
0.7274,-47.2575,3.06294E-06,
0.7357,-47.2575,3.07284E-06,
0.744,-47.2575,3.08394E-06,
0.7524,-47.2575,3.09594E-06,
0.7607,-47.2575,3.10884E-06,
0.769,-47.2575,3.12274E-06,
0.7774,-47.2575,3.13764E-06,
0.7857,-47.2575,3.15334E-06,
0.794,-47.2575,3.17064E-06,
0.8024,-47.2575,3.18874E-06,
0.8107,-47.2575,3.20744E-06,
0.819,-47.2575,3.22684E-06,
0.8274,-47.2575,3.24614E-06,
0.8357,-47.2575,3.26544E-06,
0.844,-47.2575,3.28504E-06,
0.8524,-47.2575,3.30454E-06,
0.8607,-47.2575,3.32234E-06,
0.869,-47.2575,3.33954E-06,
0.8774,-47.2575,3.35444E-06,
0.8857,-47.2575,3.36764E-06,
0.894,-47.2575,3.37744E-06,
0.9024,-47.2575,3.38384E-06,
0.9107,-47.2575,3.38624E-06,
0.919,-47.2575,3.38384E-06,
0.9274,-47.2575,3.37544E-06,
0.9357,-47.2575,3.36164E-06,
0.944,-47.2575,3.34094E-06,
0.9524,-47.2575,3.31314E-06,
0.9607,-47.2575,3.27714E-06,
0.969,-47.2575,3.23504E-06,
0.9774,-47.2575,3.18464E-06,
0.9857,-47.2575,3.12694E-06,
0.994,-47.2575,3.06264E-06,
1.0024,-47.2575,2.99224E-06,
1.0107,-47.2575,2.91674E-06,
1.019,-47.2575,2.83604E-06,
1.0274,-47.2575,2.75274E-06,
1.0357,-47.2575,2.66663E-06,
1.044,-47.2575,2.57823E-06,
1.0524,-47.2575,2.49033E-06,
1.0607,-47.2575,2.40183E-06,
1.069,-47.2575,2.31443E-06,
1.0774,-47.2575,2.22803E-06,
1.0857,-47.2575,2.14413E-06,
